##################################
Log file for EIT with ScouseTom system
Date and time this file was created : 29-Apr-2016 16:37:17
Description of this ExpSetup file : Nir Drift Experiment, Anya/Anka
ExpSetup created : 19-Aug-2015 10:30:51
The EEG system file stored was : C:\EIT-DATA\Nir - Cardiff Phant third go 290416\CardiffPhant_NoJ_REC_290416.bdf
The PC name was : PC-
The Username was : Administrator
--------------
System in "SingleFreqMode" - single amp and freq, running continuously
Amplitude: 100 uA
Frequency: 2000 Hz
Protocol loaded was Spiral16_ScousTom.txt with 34 lines 
Sources	Sinks
6	1
7	2
11	6
11	7
10	6
7	3
7	1
6	2
14	1
10	5
14	2
5	1
8	3
8	2
8	4
9	4
9	5
10	4
14	10
14	11
9	3
8	5
15	3
16	4
12	9
15	11
16	12
15	12
16	13
15	13
12	7
13	1
13	10
16	6
--------------
Number of repeats : 7000 
Injection time per protocol line : 100 ms or 0.10 s
Estimated time to complete measurements : 6.61 hours 
--------------
##################################
Codes for info from arduino: 
R	Current Repeat
P	Current Protocol Line
O	frequency order (multifreqmode)
D	phases (stim mode)
Codes for commmands sent to arduino: 
S	Start
H	Stop
I	Initialise
##
Time	Arduino Message	PC Message
20747.95s	R6095	
20751.35s	R6096	
20754.76s	R6097	
20758.15s	R6098	
20761.56s	R6099	
20764.95s	R6100	
20768.36s	R6101	
20771.75s	R6102	
20775.16s	R6103	
20778.55s	R6104	
20781.96s	R6105	
20785.35s	R6106	
20788.76s	R6107	
20792.15s	R6108	
20795.56s	R6109	
20798.95s	R6110	
20802.36s	R6111	
20805.75s	R6112	
20809.16s	R6113	
20812.55s	R6114	
20815.96s	R6115	
20819.35s	R6116	
20822.76s	R6117	
20826.16s	R6118	
20829.55s	R6119	
20832.96s	R6120	
20836.35s	R6121	
20839.76s	R6122	
20843.15s	R6123	
20846.56s	R6124	
20849.95s	R6125	
20853.36s	R6126	
20856.75s	R6127	
20860.16s	R6128	
20863.55s	R6129	
20866.96s	R6130	
20870.35s	R6131	
20873.76s	R6132	
20877.15s	R6133	
20880.56s	R6134	
20883.95s	R6135	
20887.36s	R6136	
20890.77s	R6137	
20894.16s	R6138	
20897.57s	R6139	
20900.96s	R6140	
20904.35s	R6141	
20907.76s	R6142	
20911.15s	R6143	
20914.56s	R6144	
20917.97s	R6145	
20921.36s	R6146	
20924.77s	R6147	
20928.16s	R6148	
20931.57s	R6149	
20934.96s	R6150	
20938.35s	R6151	
20941.76s	R6152	
20945.18s	R6153	
20948.57s	R6154	
20951.98s	R6155	
20955.37s	R6156	
20958.76s	R6157	
20962.17s	R6158	
20965.56s	R6159	
20968.97s	R6160	
20972.36s	R6161	
20975.77s	R6162	
20979.16s	R6163	
20982.56s	R6164	
20985.97s	R6165	
20989.36s	R6166	
20992.77s	R6167	
20996.16s	R6168	
20999.57s	R6169	
21002.96s	R6170	
21006.37s	R6171	
21009.76s	R6172	
21013.17s	R6173	
21016.58s	R6174	
21019.98s	R6175	
21023.37s	R6176	
21026.78s	R6177	
21030.17s	R6178	
21033.58s	R6179	
21036.97s	R6180	
21040.38s	R6181	
21043.77s	R6182	
21047.18s	R6183	
21050.57s	R6184	
21053.98s	R6185	
21057.37s	R6186	
21060.78s	R6187	
21064.17s	R6188	
21067.58s	R6189	
21070.99s	R6190	
21074.38s	R6191	
21077.77s	R6192	
21081.18s	R6193	
21084.57s	R6194	
21087.98s	R6195	
21091.38s	R6196	
21094.78s	R6197	
21098.18s	R6198	
21101.59s	R6199	
21104.98s	R6200	
21108.37s	R6201	
21111.78s	R6202	
21115.17s	R6203	
21118.58s	R6204	
21121.99s	R6205	
21125.39s	R6206	
21128.78s	R6207	
21132.19s	R6208	
21135.58s	R6209	
21138.99s	R6210	
21142.38s	R6211	
21145.79s	R6212	
21149.18s	R6213	
21152.59s	R6214	
21155.98s	R6215	
21159.39s	R6216	
21162.78s	R6217	
21166.17s	R6218	
21169.58s	R6219	
21172.99s	R6220	
21176.39s	R6221	
21179.78s	R6222	
21183.19s	R6223	
21186.58s	R6224	
21189.99s	R6225	
21193.38s	R6226	
21196.79s	R6227	
21200.18s	R6228	
21203.59s	R6229	
21206.98s	R6230	
21210.39s	R6231	
21213.78s	R6232	
21217.19s	R6233	
21220.58s	R6234	
21223.99s	R6235	
21227.38s	R6236	
21230.79s	R6237	
21234.18s	R6238	
21237.59s	R6239	
21240.98s	R6240	
21244.39s	R6241	
21247.78s	R6242	
21251.19s	R6243	
21254.58s	R6244	
21257.99s	R6245	
21261.38s	R6246	
21264.79s	R6247	
21268.18s	R6248	
21271.59s	R6249	
21275.00s	R6250	
21278.39s	R6251	
21281.79s	R6252	
21285.20s	R6253	
21288.59s	R6254	
21292.00s	R6255	
21295.39s	R6256	
21298.80s	R6257	
21302.19s	R6258	
21305.60s	R6259	
21308.99s	R6260	
21312.40s	R6261	
21315.79s	R6262	
21319.20s	R6263	
21322.59s	R6264	
21326.00s	R6265	
21329.39s	R6266	
21332.80s	R6267	
21336.19s	R6268	
21339.60s	R6269	
21342.99s	R6270	
21346.40s	R6271	
21349.79s	R6272	
21353.20s	R6273	
21356.59s	R6274	
21360.01s	R6275	
21363.40s	R6276	
21366.81s	R6277	
21370.20s	R6278	
21373.61s	R6279	
21377.00s	R6280	
21380.41s	R6281	
21383.80s	R6282	
21387.21s	R6283	
21390.60s	R6284	
21394.01s	R6285	
21397.40s	R6286	
21400.81s	R6287	
21404.20s	R6288	
21407.61s	R6289	
21411.00s	R6290	
21414.41s	R6291	
21417.80s	R6292	
21421.21s	R6293	
21424.60s	R6294	
21428.01s	R6295	
21431.40s	R6296	
21434.81s	R6297	
21438.20s	R6298	
21441.61s	R6299	
21445.00s	R6300	
21448.41s	R6301	
21451.80s	R6302	
21455.21s	R6303	
21458.60s	R6304	
21462.01s	R6305	
21465.40s	R6306	
21468.81s	R6307	
21472.20s	R6308	
21475.61s	R6309	
21479.00s	R6310	
21482.42s	R6311	
21485.80s	R6312	
21489.22s	R6313	
21492.61s	R6314	
21496.02s	R6315	
21499.41s	R6316	
21502.82s	R6317	
21506.21s	R6318	
21509.60s	R6319	
21513.01s	R6320	
21516.40s	R6321	
21519.81s	R6322	
21523.20s	R6323	
21526.61s	R6324	
21530.00s	R6325	
21533.41s	R6326	
21536.81s	R6327	
21540.22s	R6328	
21543.61s	R6329	
21547.02s	R6330	
21550.41s	R6331	
21553.82s	R6332	
21557.21s	R6333	
21560.62s	R6334	
21564.01s	R6335	
21567.42s	R6336	
21570.81s	R6337	
21574.22s	R6338	
21577.61s	R6339	
21581.02s	R6340	
21584.41s	R6341	
21587.82s	R6342	
21591.21s	R6343	
21594.62s	R6344	
21598.01s	R6345	
21601.42s	R6346	
21604.81s	R6347	
21608.22s	R6348	
21611.61s	R6349	
21615.02s	R6350	
21618.42s	R6351	
21621.83s	R6352	
21625.22s	R6353	
21628.63s	R6354	
21632.02s	R6355	
21635.43s	R6356	
21638.82s	R6357	
21642.23s	R6358	
21645.62s	R6359	
21649.03s	R6360	
21652.42s	R6361	
21655.83s	R6362	
21659.22s	R6363	
21662.63s	R6364	
21666.02s	R6365	
21669.43s	R6366	
21672.82s	R6367	
21676.21s	R6368	
21679.62s	R6369	
21683.01s	R6370	
21686.42s	R6371	
21689.83s	R6372	
21693.22s	R6373	
21696.63s	R6374	
21700.02s	R6375	
21703.43s	R6376	
21706.82s	R6377	
21710.22s	R6378	
21713.62s	R6379	
21717.03s	R6380	
21720.42s	R6381	
21723.82s	R6382	
21727.23s	R6383	
21730.62s	R6384	
21734.03s	R6385	
21737.42s	R6386	
21740.83s	R6387	
21744.24s	R6388	
21747.63s	R6389	
21751.02s	R6390	
21754.43s	R6391	
21757.82s	R6392	
21761.23s	R6393	
21764.63s	R6394	
21768.04s	R6395	
21771.43s	R6396	
21774.83s	R6397	
21778.23s	R6398	
21781.64s	R6399	
21785.03s	R6400	
21788.44s	R6401	
21791.83s	R6402	
21795.24s	R6403	
21798.64s	R6404	
21802.03s	R6405	
21805.43s	R6406	
21808.83s	R6407	
21812.24s	R6408	
21815.63s	R6409	
21819.04s	R6410	
21822.43s	R6411	
21825.84s	R6412	
21829.23s	R6413	
21832.64s	R6414	
21836.03s	R6415	
21839.44s	R6416	
21842.83s	R6417	
21846.24s	R6418	
21849.63s	R6419	
21853.04s	R6420	
21856.43s	R6421	
21859.84s	R6422	
21863.23s	R6423	
21866.64s	R6424	
21870.03s	R6425	
21873.44s	R6426	
21876.83s	R6427	
21880.24s	R6428	
21883.63s	R6429	
21887.04s	R6430	
21890.43s	R6431	
21893.84s	R6432	
21897.23s	R6433	
21900.64s	R6434	
21904.03s	R6435	
21907.44s	R6436	
21910.83s	R6437	
21914.24s	R6438	
21917.64s	R6439	
21921.04s	R6440	
21924.44s	R6441	
21927.84s	R6442	
21931.24s	R6443	
21934.65s	R6444	
21938.04s	R6445	
21941.44s	R6446	
21944.84s	R6447	
21948.25s	R6448	
21951.64s	R6449	
21955.05s	R6450	
21958.44s	R6451	
21961.85s	R6452	
21965.24s	R6453	
21968.65s	R6454	
21972.05s	R6455	
21975.45s	R6456	
21978.84s	R6457	
21982.25s	R6458	
21985.64s	R6459	
21989.05s	R6460	
21992.44s	R6461	
21995.85s	R6462	
21999.24s	R6463	
22002.65s	R6464	
22006.04s	R6465	
22009.45s	R6466	
22012.85s	R6467	
22016.25s	R6468	
22019.65s	R6469	
22023.06s	R6470	
22026.45s	R6471	
22029.86s	R6472	
22033.25s	R6473	
22036.66s	R6474	
22040.05s	R6475	
22043.46s	R6476	
22046.85s	R6477	
22050.26s	R6478	
22053.66s	R6479	
22057.05s	R6480	
22060.46s	R6481	
22063.85s	R6482	
22067.26s	R6483	
22070.65s	R6484	
22074.06s	R6485	
22077.45s	R6486	
22080.86s	R6487	
22084.25s	R6488	
22087.66s	R6489	
22091.06s	R6490	
22094.45s	R6491	
22097.86s	R6492	
22101.25s	R6493	
22104.66s	R6494	
22108.05s	R6495	
22111.46s	R6496	
22114.85s	R6497	
22118.26s	R6498	
22121.65s	R6499	
22125.06s	R6500	
22128.45s	R6501	
22131.86s	R6502	
22135.25s	R6503	
22138.66s	R6504	
22142.05s	R6505	
22145.46s	R6506	
22148.85s	R6507	
22152.26s	R6508	
22155.65s	R6509	
22159.06s	R6510	
22162.45s	R6511	
22165.86s	R6512	
22169.25s	R6513	
22172.66s	R6514	
22176.05s	R6515	
22179.46s	R6516	
22182.87s	R6517	
22186.26s	R6518	
22189.67s	R6519	
22193.06s	R6520	
22196.45s	R6521	
22199.86s	R6522	
22203.25s	R6523	
22206.66s	R6524	
22210.07s	R6525	
22213.46s	R6526	
22216.87s	R6527	
22220.26s	R6528	
22223.67s	R6529	
22227.06s	R6530	
22230.46s	R6531	
22233.87s	R6532	
22237.28s	R6533	
22240.67s	R6534	
22244.08s	R6535	
22247.47s	R6536	
22250.86s	R6537	
22254.27s	R6538	
22257.67s	R6539	
22261.07s	R6540	
22264.46s	R6541	
22267.87s	R6542	
22271.26s	R6543	
22274.67s	R6544	
22278.06s	R6545	
22281.47s	R6546	
22284.88s	R6547	
22288.27s	R6548	
22291.67s	R6549	
22295.08s	R6550	
22298.47s	R6551	
22301.88s	R6552	
22305.27s	R6553	
22308.68s	R6554	
22312.07s	R6555	
22315.48s	R6556	
22318.87s	R6557	
22322.28s	R6558	
22325.67s	R6559	
22329.08s	R6560	
22332.47s	R6561	
22335.88s	R6562	
22339.27s	R6563	
22342.68s	R6564	
22346.07s	R6565	
22349.47s	R6566	
22352.88s	R6567	
22356.27s	R6568	
22359.68s	R6569	
22363.08s	R6570	
22366.48s	R6571	
22369.87s	R6572	
22373.28s	R6573	
22376.67s	R6574	
22380.08s	R6575	
22383.47s	R6576	
22386.89s	R6577	
22390.28s	R6578	
22393.69s	R6579	
22397.08s	R6580	
22400.49s	R6581	
22403.88s	R6582	
22407.29s	R6583	
22410.68s	R6584	
22414.09s	R6585	
22417.48s	R6586	
22420.89s	R6587	
22424.28s	R6588	
22427.69s	R6589	
22431.08s	R6590	
22434.49s	R6591	
22437.88s	R6592	
22441.29s	R6593	
22444.68s	R6594	
22448.09s	R6595	
22451.48s	R6596	
22454.89s	R6597	
22458.28s	R6598	
22461.69s	R6599	
22465.08s	R6600	
22468.49s	R6601	
22471.88s	R6602	
22475.29s	R6603	
22478.68s	R6604	
22482.09s	R6605	
22485.48s	R6606	
22488.89s	R6607	
22492.28s	R6608	
22495.69s	R6609	
22499.08s	R6610	
22502.49s	R6611	
22505.88s	R6612	
22509.29s	R6613	
22512.68s	R6614	
22516.09s	R6615	
22519.48s	R6616	
22522.89s	R6617	
22526.28s	R6618	
22529.70s	R6619	
22533.09s	R6620	
22536.50s	R6621	
22539.89s	R6622	
22543.29s	R6623	
22546.69s	R6624	
22550.08s	R6625	
22553.50s	R6626	
22556.89s	R6627	
22560.30s	R6628	
22563.69s	R6629	
22567.10s	R6630	
22570.49s	R6631	
22573.90s	R6632	
22577.29s	R6633	
22580.70s	R6634	
22584.09s	R6635	
22587.50s	R6636	
22590.89s	R6637	
22594.29s	R6638	
22597.69s	R6639	
22601.10s	R6640	
22604.50s	R6641	
22607.88s	R6642	
22611.29s	R6643	
22614.69s	R6644	
22618.09s	R6645	
22621.50s	R6646	
22624.90s	R6647	
22628.29s	R6648	
22631.70s	R6649	
22635.09s	R6650	
22638.50s	R6651	
22641.89s	R6652	
22645.30s	R6653	
22648.69s	R6654	
22652.10s	R6655	
22655.49s	R6656	
22658.90s	R6657	
22662.29s	R6658	
22665.70s	R6659	
22669.09s	R6660	
22672.50s	R6661	
22675.89s	R6662	
22679.29s	R6663	
22682.70s	R6664	
22686.09s	R6665	
22689.50s	R6666	
22692.89s	R6667	
22696.31s	R6668	
22699.70s	R6669	
22703.11s	R6670	
22706.50s	R6671	
22709.91s	R6672	
22713.30s	R6673	
22716.71s	R6674	
22720.10s	R6675	
22723.51s	R6676	
22726.90s	R6677	
22730.31s	R6678	
22733.70s	R6679	
22737.11s	R6680	
22740.50s	R6681	
22743.91s	R6682	
22747.30s	R6683	
22750.71s	R6684	
22754.10s	R6685	
22757.51s	R6686	
22760.90s	R6687	
22764.31s	R6688	
22767.70s	R6689	
22771.11s	R6690	
22774.50s	R6691	
22777.92s	R6692	
22781.31s	R6693	
22784.72s	R6694	
22788.11s	R6695	
22791.52s	R6696	
22794.91s	R6697	
22798.30s	R6698	
22801.71s	R6699	
22805.12s	R6700	
22808.51s	R6701	
22811.92s	R6702	
22815.31s	R6703	
22818.70s	R6704	
22822.11s	R6705	
22825.50s	R6706	
22828.91s	R6707	
22832.30s	R6708	
22835.71s	R6709	
22839.10s	R6710	
22842.51s	R6711	
22845.91s	R6712	
22849.32s	R6713	
22852.71s	R6714	
22856.12s	R6715	
22859.51s	R6716	
22862.92s	R6717	
22866.31s	R6718	
22869.72s	R6719	
22873.11s	R6720	
22876.52s	R6721	
22879.92s	R6722	
22883.32s	R6723	
22886.71s	R6724	
22890.12s	R6725	
22893.52s	R6726	
22896.91s	R6727	
22900.32s	R6728	
22903.71s	R6729	
22907.12s	R6730	
22910.51s	R6731	
22913.92s	R6732	
22917.31s	R6733	
22920.72s	R6734	
22924.11s	R6735	
22927.52s	R6736	
22930.91s	R6737	
22934.32s	R6738	
22937.71s	R6739	
22941.12s	R6740	
22944.51s	R6741	
22947.92s	R6742	
22951.32s	R6743	
22954.72s	R6744	
22958.11s	R6745	
22961.53s	R6746	
22964.92s	R6747	
22968.33s	R6748	
22971.72s	R6749	
22975.13s	R6750	
22978.52s	R6751	
22981.93s	R6752	
22985.32s	R6753	
22988.73s	R6754	
22992.12s	R6755	
22995.53s	R6756	
22998.92s	R6757	
23002.33s	R6758	
23005.72s	R6759	
23009.13s	R6760	
23012.52s	R6761	
23015.93s	R6762	
23019.32s	R6763	
23022.73s	R6764	
23026.12s	R6765	
23029.53s	R6766	
23032.92s	R6767	
23036.33s	R6768	
23039.72s	R6769	
23043.13s	R6770	
23046.52s	R6771	
23049.94s	R6772	
23053.33s	R6773	
23056.74s	R6774	
23060.13s	R6775	
23063.54s	R6776	
23066.93s	R6777	
23070.34s	R6778	
23073.73s	R6779	
23077.14s	R6780	
23080.53s	R6781	
23083.94s	R6782	
23087.33s	R6783	
23090.74s	R6784	
23094.13s	R6785	
23097.54s	R6786	
23100.93s	R6787	
23104.34s	R6788	
23107.73s	R6789	
23111.14s	R6790	
23114.53s	R6791	
23117.94s	R6792	
23121.33s	R6793	
23124.74s	R6794	
23128.13s	R6795	
23131.54s	R6796	
23134.93s	R6797	
23138.34s	R6798	
23141.73s	R6799	
23145.14s	R6800	
23148.53s	R6801	
23151.94s	R6802	
23155.33s	R6803	
23158.74s	R6804	
23162.13s	R6805	
23165.54s	R6806	
23168.93s	R6807	
23172.34s	R6808	
23175.73s	R6809	
23179.14s	R6810	
23182.53s	R6811	
23185.94s	R6812	
23189.33s	R6813	
23192.74s	R6814	
23196.14s	R6815	
23199.54s	R6816	
23202.94s	R6817	
23206.35s	R6818	
23209.74s	R6819	
23213.15s	R6820	
23216.54s	R6821	
23219.95s	R6822	
23223.34s	R6823	
23226.75s	R6824	
23230.14s	R6825	
23233.55s	R6826	
23236.94s	R6827	
23240.35s	R6828	
23243.74s	R6829	
23247.15s	R6830	
23250.54s	R6831	
23253.95s	R6832	
23257.34s	R6833	
23260.75s	R6834	
23264.15s	R6835	
23267.54s	R6836	
23270.95s	R6837	
23274.34s	R6838	
23277.75s	R6839	
23281.14s	R6840	
23284.55s	R6841	
23287.94s	R6842	
23291.35s	R6843	
23294.74s	R6844	
23298.15s	R6845	
23301.54s	R6846	
23304.95s	R6847	
23308.34s	R6848	
23311.75s	R6849	
23315.14s	R6850	
23318.55s	R6851	
23321.94s	R6852	
23325.36s	R6853	
23328.74s	R6854	
23332.15s	R6855	
23335.54s	R6856	
23338.95s	R6857	
23342.34s	R6858	
23345.76s	R6859	
23349.15s	R6860	
23352.56s	R6861	
23355.96s	R6862	
23359.35s	R6863	
23362.76s	R6864	
23366.15s	R6865	
23369.56s	R6866	
23372.95s	R6867	
23376.36s	R6868	
23379.75s	R6869	
23383.16s	R6870	
23386.55s	R6871	
23389.96s	R6872	
23393.35s	R6873	
23396.76s	R6874	
23400.15s	R6875	
23403.56s	R6876	
23406.95s	R6877	
23410.36s	R6878	
23413.75s	R6879	
23417.16s	R6880	
23420.55s	R6881	
23423.96s	R6882	
23427.37s	R6883	
23430.76s	R6884	
23434.15s	R6885	
23437.56s	R6886	
23440.95s	R6887	
23444.36s	R6888	
23447.76s	R6889	
23451.16s	R6890	
23454.56s	R6891	
23457.96s	R6892	
23461.36s	R6893	
23464.77s	R6894	
23468.15s	R6895	
23471.57s	R6896	
23474.95s	R6897	
23478.37s	R6898	
23481.76s	R6899	
23485.17s	R6900	
23488.56s	R6901	
23491.97s	R6902	
23495.36s	R6903	
23498.77s	R6904	
23502.16s	R6905	
23505.57s	R6906	
23508.96s	R6907	
23512.37s	R6908	
23515.76s	R6909	
23519.17s	R6910	
23522.56s	R6911	
23525.97s	R6912	
23529.36s	R6913	
23532.77s	R6914	
23536.16s	R6915	
23539.57s	R6916	
23542.96s	R6917	
23546.37s	R6918	
23549.76s	R6919	
23553.17s	R6920	
23556.56s	R6921	
23559.97s	R6922	
23563.36s	R6923	
23566.77s	R6924	
23570.16s	R6925	
23573.57s	R6926	
23576.96s	R6927	
23580.37s	R6928	
23583.76s	R6929	
23587.18s	R6930	
23590.57s	R6931	
23593.98s	R6932	
23597.37s	R6933	
23600.78s	R6934	
23604.17s	R6935	
23607.58s	R6936	
23610.97s	R6937	
23614.38s	R6938	
23617.77s	R6939	
23621.18s	R6940	
23624.57s	R6941	
23627.97s	R6942	
23631.37s	R6943	
23634.77s	R6944	
23638.18s	R6945	
23641.57s	R6946	
23644.98s	R6947	
23648.36s	R6948	
23651.78s	R6949	
23655.17s	R6950	
23658.58s	R6951	
23661.97s	R6952	
23665.38s	R6953	
23668.77s	R6954	
23672.18s	R6955	
23675.57s	R6956	
23678.98s	R6957	
23682.37s	R6958	
23685.78s	R6959	
23689.17s	R6960	
23692.58s	R6961	
23695.98s	R6962	
23699.38s	R6963	
23702.78s	R6964	
23706.18s	R6965	
23709.58s	R6966	
23712.98s	R6967	
23716.37s	R6968	
23719.78s	R6969	
23723.17s	R6970	
23726.58s	R6971	
23729.98s	R6972	
23733.39s	R6973	
23736.78s	R6974	
23740.19s	R6975	
23743.58s	R6976	
23746.99s	R6977	
23750.38s	R6978	
23753.79s	R6979	
23757.18s	R6980	
23760.59s	R6981	
23763.98s	R6982	
23767.39s	R6983	
23770.78s	R6984	
23774.19s	R6985	
23777.58s	R6986	
23780.97s	R6987	
23784.38s	R6988	
23787.79s	R6989	
23791.18s	R6990	
23794.58s	R6991	
23797.99s	R6992	
23801.38s	R6993	
23804.79s	R6994	
23808.18s	R6995	
23811.59s	R6996	
23814.98s	R6997	
23818.39s	R6998	
23821.78s	R6999	
23825.19s	R7000	
23828.60s	+Fin	
23828.60s		Finished! :)
23828.61s		H
23828.61s		Injection Finished!
